date,pm25,pm10,no2,so2,co,o3,aqi
2020-01-01,56.18101782710438,37.02658576772393,26.170568373590598,33.6351497104449,11.439917565671855,47.23626243329305,120.68781476512268
2020-01-02,142.60714596148742,108.38018947567163,24.697879907199983,39.834069859568615,16.108646585999725,56.81227912500257,251.42153709233236
2020-01-03,109.79909127171076,174.58916717528166,90.62545805210367,12.523394939624948,15.20321859580318,102.54568718426164,303.69635945857937
2020-01-04,89.79877262955549,146.44497728191223,24.95461998495061,31.243704980349946,3.0779980938754736,40.80052632718706,209.94476884872134
2020-01-05,23.40279606636548,161.31222957228994,27.1949726128631,28.587299157187434,2.984989394829478,104.35796217746056,172.0880693719391
2020-01-06,23.399178050430397,131.75667334214347,75.93982624179637,41.64151883941356,5.3634873548982664,10.57613171720298,172.13814105289273
2020-01-07,8.71254182522992,138.4553129035705,44.973984245054,45.304353024063026,7.221494526820744,93.21581246503568,164.99754280383138
2020-01-08,129.92642186624028,169.83913031306386,77.67105569551812,0.6078385738693404,8.169111628169652,101.70571596656836,298.6445794519356
2020-01-09,90.16725176148132,49.93360177183719,6.536615756438524,33.700995952939635,13.593944336666905,21.818118340480652,148.04733993996808
2020-01-10,106.21088666940682,97.88499272862809,48.75711936733843,2.5917899559864512,1.133608643316708,51.64158388466405,196.23119477369465
2020-01-11,3.087674144370367,44.241888363920445,3.3613600183282633,27.442933253867796,0.6934540845213277,19.859972959638675,51.99408363610106
2020-01-12,145.48647782429916,197.5336015993294,6.265320345535452,14.38163645218391,7.8382112588781805,84.79249547930613,273.2898064048899
2020-01-13,124.86639612006326,188.81186793732266,90.64374533444109,15.33882997610706,13.94327384275961,64.24173216739881,321.2420009930141
2020-01-14,31.850866601741423,7.88536227370118,13.924537111759516,17.64792517261783,3.8687068591296514,76.23880160499853,80.88571974484204
2020-01-15,27.273745081065094,141.11503450313768,53.24206822752171,31.064622452480506,12.830089625125034,23.578436034745337,170.64964146078592
2020-01-16,27.51067647801507,185.04966348313317,41.10956026007065,16.70249828343846,5.196562758805989,25.409503446290344,157.3110089457186
2020-01-17,45.63633644393066,36.11506902546671,34.73433262588427,36.63495252951402,17.721722176270326,4.979679061188764,110.12041999084076
2020-01-18,78.71346474483568,113.5890461105259,89.98333456872724,20.226369278693486,17.91379888533233,38.648104223487564,227.44924423358384
2020-01-19,64.79175279631737,183.09765951760838,2.18233967754895,3.4176600154979306,5.945744085626529,67.169359360041,190.21871466754047
2020-01-20,43.684371029706284,6.789195717159768,66.37896861755891,39.187992124205365,4.599875079264811,102.95218967967945,151.07812318985376
2020-01-21,91.77793420835692,139.484053449368,96.33944342135504,14.2879162296353,8.226079441324625,80.03129369504168,256.2315579061869
2020-01-22,20.924079097806274,59.469801474510156,56.016818346184195,21.638343979963132,4.810631703602974,52.24755880797017,119.82868285719391
2020-01-23,43.82169728028272,184.8792390753061,93.68224620330918,34.27219416109508,13.447676865834072,114.37441372729654,266.14297416257875
2020-01-24,54.95427649405376,194.21164903307354,5.225787928602377,16.6228078574356,16.52129369096571,86.30942406909982,207.0436304828601
2020-01-25,68.41049763255539,188.85329782268678,41.87933190741614,2.8292828073357814,13.46184261822434,111.619824343506,221.95916067899833
2020-01-26,117.77639420895204,94.84284333149276,26.015779096205115,18.69605235064068,16.48700894498699,63.31055679265988,224.04314034485552
2020-01-27,29.95106732375396,172.4085301978627,73.08209649807299,47.22242913471517,7.939843244149483,31.068512975176752,202.57508511592533
2020-01-28,77.13516576204174,168.90987970701408,98.12970904972467,32.08671986492791,3.126339414177217,6.339202363766638,246.674321989552
2020-01-29,88.86218532930637,63.82009464865113,25.65300624442478,33.57395743336035,14.759018947951843,87.13018217806206,176.53647836932694
2020-01-30,6.9675619079996585,165.78309483013547,65.41746014740745,31.614107681881993,7.209490102831078,14.556359760664094,172.22576995605766
2020-01-31,91.13172778521576,7.401526943098524,19.809763275974014,9.949606947971839,13.42541650458265,36.333015392636064,129.77827125101058
2020-02-01,25.57861855309373,119.2539756964106,56.53302545716099,20.916693205114008,5.412878839635313,63.896508946067684,166.4852316879192
2020-02-02,9.757738947791928,46.00176745754061,46.39324866883362,37.54698991816591,1.6245926961334534,67.72999053356972,104.42038732803701
