date,pm25,pm10,no2,so2,co,o3,aqi,pm_ratio,pollution_index,aqi_category
2020-01-01,56.18101782710438,37.02658576772393,26.1705683735906,33.6351497104449,11.439917565671855,47.23626243329305,120.68781476512268,1.4774142009559401,35.28158361297145,2
2020-01-02,142.60714596148742,108.38018947567164,24.697879907199983,39.834069859568615,16.108646585999725,56.81227912500257,251.4215370923324,1.3037749033448705,64.74003515248833,4
2020-01-03,109.79909127171076,174.58916717528166,90.62545805210368,12.523394939624948,15.20321859580318,102.54568718426164,303.69635945857937,0.6253181391429686,84.21433620313098,5
2020-01-04,89.79877262955549,146.44497728191223,24.95461998495061,31.243704980349943,3.0779980938754736,40.80052632718706,209.9447688487213,0.6090324288080821,56.05343321630514,4
2020-01-05,23.40279606636548,161.31222957228994,27.1949726128631,28.587299157187434,2.984989394829478,104.35796217746056,172.0880693719391,0.1441838124461376,57.973374830165994,3
2020-01-06,23.3991780504304,131.75667334214347,75.93982624179637,41.64151883941356,5.363487354898266,10.57613171720298,172.1381410528927,0.17625613433477288,48.11280259098084,3
2020-01-07,8.71254182522992,138.4553129035705,44.973984245054,45.30435302406303,7.221494526820744,93.21581246503568,164.99754280383138,0.06247551021060346,56.31391649829565,3
2020-01-08,129.92642186624028,169.83913031306386,77.67105569551812,0.6078385738693404,8.169111628169652,101.70571596656836,298.6445794519356,0.7605191013800482,81.31987900723827,4
2020-01-09,90.16725176148132,49.93360177183719,6.536615756438524,33.700995952939635,13.593944336666905,21.81811834048065,148.04733993996808,1.770290115460432,35.958421319974036,2
2020-01-10,106.21088666940682,97.88499272862808,48.75711936733843,2.5917899559864512,1.133608643316708,51.64158388466405,196.23119477369465,1.0740849924607199,51.36999687489009,3
2020-01-11,3.087674144370367,44.241888363920445,3.3613600183282637,27.4429332538678,0.6934540845213277,19.859972959638675,51.99408363610106,0.06824812703513784,16.44788047077448,1
2020-01-12,145.48647782429916,197.5336015993294,6.265320345535452,14.38163645218391,7.83821125887818,84.79249547930613,273.2898064048899,0.7328053118076844,76.0496238265887,4
2020-01-13,124.86639612006326,188.81186793732263,90.64374533444108,15.33882997610706,13.94327384275961,64.24173216739881,321.2420009930141,0.6578429340429605,82.9743075630154,5
2020-01-14,31.850866601741423,7.88536227370118,13.924537111759516,17.64792517261783,3.8687068591296514,76.23880160499853,80.88571974484204,3.584644679712537,25.236033270658023,1
2020-01-15,27.27374508106509,141.11503450313768,53.24206822752171,31.064622452480503,12.830089625125034,23.578436034745337,170.64964146078592,0.19191315807239895,48.18399932067923,3
2020-01-16,27.51067647801507,185.0496634831332,41.10956026007065,16.70249828343846,5.196562758805989,25.409503446290344,157.3110089457186,0.14786738101522617,50.16307745162562,3
2020-01-17,45.63633644393066,36.11506902546671,34.73433262588427,36.63495252951402,17.721722176270326,4.979679061188764,110.12041999084076,1.2295905044017845,29.30368197704246,2
2020-01-18,78.71346474483568,113.5890461105259,89.98333456872724,20.22636927869349,17.91379888533233,38.648104223487564,227.44924423358384,0.6869196264092579,59.84568630193369,4
2020-01-19,64.79175279631737,183.0976595176084,2.18233967754895,3.41766001549793,5.945744085626529,67.169359360041,190.21871466754047,0.35194229500848284,54.43408590877336,3
2020-01-20,43.68437102970629,6.789195717159768,66.37896861755891,39.187992124205365,4.599875079264811,102.95218967967944,151.07812318985376,5.60832884625927,43.9320987079291,3
2020-01-21,91.77793420835692,139.484053449368,96.33944342135504,14.2879162296353,8.226079441324625,80.03129369504168,256.2315579061869,0.6532978794026235,71.69112007418026,4
2020-01-22,20.924079097806278,59.46980147451016,56.0168183461842,21.63834397996313,4.810631703602974,52.24755880797017,119.82868285719393,0.34602526529918254,35.85120556833949,2
2020-01-23,43.82169728028272,184.8792390753061,93.68224620330918,34.27219416109508,13.447676865834072,114.37441372729654,266.14297416257875,0.23575358656664738,80.74624455218726,4
2020-01-24,54.95427649405376,194.21164903307357,5.225787928602377,16.6228078574356,16.52129369096571,86.30942406909982,207.0436304828601,0.2815112559432515,62.30753984553848,4
2020-01-25,68.41049763255539,188.8532978226868,41.87933190741614,2.8292828073357814,13.46184261822434,111.619824343506,221.95916067899836,0.36033347019574696,71.17567952195408,4
2020-01-26,117.77639420895204,94.84284333149276,26.015779096205115,18.69605235064068,16.48700894498699,63.31055679265988,224.04314034485552,1.228849125454234,56.188105787489576,4
2020-01-27,29.95106732375396,172.4085301978627,73.08209649807299,47.22242913471517,7.939843244149483,31.068512975176752,202.57508511592533,0.17271968852731281,60.27874656228851,4
2020-01-28,77.13516576204174,168.90987970701408,98.12970904972468,32.08671986492791,3.126339414177217,6.339202363766638,246.674321989552,0.45397693115344784,64.28783602694203,4
2020-01-29,88.86218532930637,63.82009464865113,25.65300624442478,33.57395743336035,14.759018947951844,87.13018217806206,176.53647836932694,1.3709048993367299,52.29974079695942,3
2020-01-30,6.9675619079996585,165.78309483013547,65.41746014740745,31.614107681881997,7.209490102831078,14.556359760664094,172.22576995605766,0.04177618789899511,48.59134573848663,3
2020-01-31,91.13172778521576,7.401526943098524,19.809763275974014,9.94960694797184,13.42541650458265,36.333015392636064,129.77827125101058,10.84704344846223,29.675176141579808,2
2020-02-01,25.57861855309373,119.2539756964106,56.53302545716099,20.916693205114008,5.412878839635313,63.89650894606768,166.4852316879192,0.2127049721638202,48.598616782913716,3
2020-02-02,9.757738947791928,46.00176745754061,46.39324866883362,37.54698991816591,1.6245926961334534,67.72999053356972,104.420387328037,0.20760365993910024,34.84238803700587,2
2020-02-03,142.33283058799998,24.11337715545576,97.2005329631537,5.068644877657958,19.851635909755267,72.06998363845632,246.19446071907328,5.667610122961055,60.10616752207983,4
2020-02-04,144.8448049611839,15.390640325841831,60.85272726964666,13.892638804485614,3.1240301586119856,19.95063964196408,173.4649776555046,8.837043707976347,43.00924686028902,3
2020-02-05,121.25960221746917,139.25775517562795,34.95063720868188,13.815955423292682,19.768419879269626,45.56848857859785,232.88291943366215,0.8645482887247862,62.43680974715652,4
2020-02-06,45.6920653760056,67.97499275361322,11.409578488793336,21.6009463797253,19.545598651328945,74.063307254036,148.99891414496534,0.6624439315162095,40.04774815058373,2
2020-02-07,14.65081710095758,144.9533543057523,15.124682873493455,49.01843704710925,15.876362078160792,116.37826375605415,193.00272171682695,0.10038013289003364,59.33365286025458,3
2020-02-08,102.63495397682354,13.071268159788474,22.53169299512351,3.375127334191097,13.18845924163995,87.31573652396264,153.38859611091954,7.2939377468566695,40.3528730385882,3
2020-02-09,66.0228740609402,63.05806756612207,25.0966661340298,25.935049719029752,11.556141005021694,110.71245085127494,162.413470642853,1.0306722723533615,50.39687488940307,3
2020-02-10,18.305735226716823,107.89825847506744,85.06160578411378,8.968234100610523,17.322030907556695,91.46544699770124,192.1496656657766,0.16809943045056108,54.836885248627745,3
2020-02-11,74.27653651669053,158.14463296779272,56.12227882825249,48.53382727048721,5.788790432389758,71.00603626708805,240.7055755122841,0.4667234774528804,68.97868371378347,4
2020-02-12,5.158278167282759,63.75050058641399,52.33909113743665,5.66517523637321,9.35362424969754,23.042804296361343,70.47056932603087,0.07966391179321745,26.551578945594247,1
2020-02-13,136.39806031181732,125.17827528740182,11.476887186921749,20.180050118079564,12.387799387330038,80.00227822710157,242.82566599745056,1.0809948067616033,64.27055841977536,4
2020-02-14,38.816997240002536,177.1955496472374,86.0139693349435,36.89424924173031,8.223809517389821,74.80554791518885,239.0790200881488,0.21783370750193323,70.32502048274874,4
2020-02-15,99.37834265309728,123.17263763646092,72.28143032084837,35.227721401372264,8.54972908180536,72.29630045487197,261.4604158415299,0.8003240049071546,68.48436025807602,4
2020-02-16,46.75666141341164,46.591894950726754,6.766836190000158,21.136431844696613,6.605693350041689,58.77430415858889,96.6220615359558,0.9824500886510223,31.105303651244295,1
2020-02-17,78.01020317667162,4.880156311307604,70.78350972297687,17.326208397635913,11.28463633369072,63.43879247871308,128.55707410150336,13.266688680819106,40.953917736832636,2
2020-02-18,82.00654190149194,174.01977478018597,54.353821734264606,19.88061892764353,17.01149056030232,40.13310325417249,236.74558887125085,0.4685558646415075,64.56755852634349,4
2020-02-19,27.728168328829057,4.253882170077428,8.172534574677826,13.213813157931964,4.030567560126257,62.317523117076384,69.42869466289953,5.277653253578852,19.952748151453154,1
2020-02-20,145.4376941646838,174.94033453683988,45.830064152865646,10.26664693533999,18.68866077506883,23.70670868141739,251.4571175624413,0.8266307697296711,69.81168487436926,4
2020-02-21,116.26992350416718,105.7874268054424,48.469628713004695,24.1519848779445,13.781753074964591,96.6209276832452,235.5965366140251,1.0887978761394925,67.5136074431281,4
2020-02-22,140.92484123462836,187.81353970257925,16.577454016327575,13.426687803380366,16.465464253600604,22.293234563844937,277.59526242342736,0.7463704216160261,66.25020359572684,4
2020-02-23,134.22410256414733,159.7566471547331,94.56981470002825,14.373083244862508,11.123813852600232,10.195954786735973,273.11403410611825,0.8349521151368168,70.70723605051789,4
2020-02-24,89.68499682166276,199.58682210666748,84.99753714806619,32.837803173727856,15.59033402848127,52.34952316285889,293.0230660730859,0.44711310483781597,79.17450274024408,4
2020-02-25,138.2811352534675,70.14236309034203,66.90223373291083,48.42686658499461,0.3240079467893442,78.99689274072742,246.9675392866969,1.943724234713254,67.17891655820529,4
2020-02-26,13.273875307787923,153.43765778622537,46.22955610006072,30.181860027968757,16.367608495590705,52.526018992024966,152.64596068047683,0.08594973206704414,52.00276278494308,3
2020-02-27,29.39742936287178,80.38618272184843,41.17655415845085,3.848973353248314,0.8027771817073304,33.21049583415703,107.14812210332656,0.36120909446438415,31.470402102047288,2
2020-02-28,6.78409333658071,95.97512406078177,65.09734671509541,3.779180692703349,17.79826752725725,66.98054206685289,141.4050998142559,0.06995704725604267,42.73575906654523,2
2020-02-29,48.79954961448965,125.501092643674,54.54318694069055,47.5711610422783,19.839254944772865,41.64028024946399,199.02577266067647,0.38576385859327983,56.31575423922823,3
2020-03-01,58.3015934534223,174.73542283726775,6.227310588188562,14.86453951536668,5.881349243535556,111.94412281519595,196.2112823925202,0.33175777832457826,61.9923897421628,3
2020-03-02,40.70235476608438,196.81669383985903,51.25026487703317,4.603349304123771,4.206371125715873,110.71741675242863,220.32280915976665,0.20575793668371922,68.04940844420746,4
2020-03-03,124.3106263727894,153.65468277290364,80.64036172328395,29.95222935751908,15.307267277160816,60.28461839665145,287.08465170106075,0.803794777784571,77.35829765005138,4
2020-03-04,53.51299900403839,83.55335643346675,45.923987759695805,31.182438914513305,5.060526818405064,39.34607928219102,143.09617637042646,0.6328902986381936,43.09656470205172,2
